Smiles,CYP1A2,CYP2A6,CYP2B6,CYP2C8,CYP2C9,CYP2C19,CYP2D6,CYP2E1,CYP3A4
[OH:1][CH:2]1[CH2:3][CH:4]2[c:5]3[cH:6][c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[cH:13][c:14]3[CH2:15][CH2:16][N:17]2[CH2:18][CH:19]1[CH2:20][CH:21]([CH3:22])[CH3:23],0,0,0,0,0,0,1,0,0
[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[O:10][C:11](=[O:12])[CH3:13],0,0,0,0,1,0,0,0,0
[O:1]=[C:2]([OH:3])[CH:4]([O:5][c:6]1[n:7][c:8]([cH:9][c:10]([n:11]1)[CH3:12])[CH3:13])[C:14]([O:15][CH3:16])([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3,0,0,0,0,0,1,0,0,1
[F:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[C:8]2=[N:9][CH2:10][c:11]3[cH:12][n:13][c:14]([n:15]3-[c:16]4[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]24)[CH2:23][OH:24],0,0,0,0,0,0,0,0,1
[OH:1][c:2]1[cH:3][c:4]([cH:5][c:6]2[O:7][C:8]([CH3:9])([CH3:10])[CH:11]3[CH2:12][CH2:13][C:14](=[CH:15][CH:16]3[c:17]12)[CH2:18][OH:19])[CH2:20][CH2:21][CH2:22][CH2:23][CH3:24],0,0,0,0,1,0,0,0,0
[NH2:1][CH:2]([CH3:3])[CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,0,0,0,0,0,0,1,0,0
[N:1]#[C:2][C:3]([c:4]1[cH:5][c:6]([cH:7][c:8]([cH:9]1)[C:10]([C:11]#[N:12])([CH3:13])[CH3:14])[CH2:15][n:16]2[n:17][cH:18][n:19][cH:20]2)([CH3:21])[CH3:22],0,0,0,1,0,0,0,0,1
[N:1]#[C:2][c:3]1[n:4][cH:5][c:6]([cH:7][c:8]1[C:9]([F:10])([F:11])[F:12])[N:13]2[C:14](=[O:15])[C:16]3([N:17]([c:18]4[cH:19][cH:20][c:21]([C:22](=[O:23])[NH:24][CH3:25])[c:26]([F:27])[cH:28]4)[C:29]2=[S:30])[CH2:31][CH2:32][CH2:33]3,0,0,0,1,0,0,0,0,1
[O:1]1[O:2][C:3]23[CH:4]4[O:5][CH:6]([O:7][CH3:8])[CH:9]([CH3:10])[CH:11]2[CH2:12][CH2:13][CH:14]([CH3:15])[CH:16]3[CH2:17][CH2:18][C:19]1([O:20]4)[CH3:21],0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([NH2:3])[CH2:4][c:5]1[cH:6][cH:7][c:8]([O:9][CH2:10][CH:11]([OH:12])[CH2:13][NH:14][CH:15]([CH3:16])[CH3:17])[cH:18][cH:19]1,0,0,0,0,0,0,1,0,0
[O:1]=[C:2]([NH:3][CH2:4][c:5]1[n:6][cH:7][cH:8][cH:9][n:10]1)[c:11]2[cH:12][n:13][c:14]([n:15][c:16]2[NH:17][CH2:18][c:19]3[cH:20][cH:21][c:22]([O:23][CH3:24])[c:25]([Cl:26])[cH:27]3)[N:28]4[CH2:29][CH2:30][CH2:31][CH:32]4[CH2:33][OH:34],0,0,0,0,0,0,0,0,1
[O:1]=[c:2]1[n:3][c:4]([nH:5][o:6]1)-[c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2-[c:13]3[cH:14][cH:15][c:16]([cH:17][cH:18]3)[CH2:19][n:20]4[c:21]([n:22][c:23]5[cH:24][cH:25][cH:26][c:27]([C:28](=[O:29])[OH:30])[c:31]45)[O:32][CH2:33][CH3:34],0,0,0,0,1,0,0,0,0
[O:1]=[C:2]1[CH:3]=[CH:4][C:5]2([C:6](=[CH:7]1)[CH2:8][CH2:9][CH:10]3[CH:11]4[CH2:12][CH:13]([CH3:14])[C:15]([O:16][C:17](=[O:18])[CH2:19][CH3:20])([C:21](=[O:22])[CH2:23][O:24][C:25](=[O:26])[CH2:27][CH3:28])[C:29]4([CH3:30])[CH2:31][CH:32]([OH:33])[C:34]23[Cl:35])[CH3:36],0,0,0,0,0,0,0,0,1
[Br:1][c:2]1[cH:3][cH:4][c:5]2[n:6][c:7]([O:8][CH3:9])[c:10]([cH:11][c:12]2[cH:13]1)[CH:14]([c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[C:21]([OH:22])([c:23]4[cH:24][cH:25][cH:26][c:27]5[cH:28][cH:29][cH:30][cH:31][c:32]45)[CH2:33][CH2:34][N:35]([CH3:36])[CH3:37],0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][CH2:6][c:7]1[n:8][c:9]2[cH:10][c:11]([cH:12][cH:13][c:14]2[n:15]1[CH3:16])[N:17]([CH2:18][CH2:19][Cl:20])[CH2:21][CH2:22][Cl:23],1,0,0,0,0,0,0,0,0
[n:1]1[c:2]([O:3][CH2:4][CH2:5][CH2:6][N:7]([CH3:8])[CH3:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[n:16]1[CH2:17][c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3,0,0,0,0,0,0,1,0,0
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10][c:11]1[C:12](=[O:13])[NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][cH:21]2)[c:22]3[cH:23][cH:24][c:25]([cH:26][cH:27]3)[C:28](=[NH:29])[N:30]([CH3:31])[CH3:32],0,0,0,0,0,0,0,0,1
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[CH2:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH2:14][CH2:15][O:16][CH:17]3[CH2:18][CH2:19]3)[cH:20][cH:21]2)[CH:22]4[O:23][CH:24]([CH2:25][OH:26])[CH:27]([OH:28])[CH:29]([OH:30])[CH:31]4[OH:32],0,0,0,1,0,0,1,0,1
[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)-[c:8]2[cH:9][c:10]([n:11][c:12]3[c:13]2[CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]3)[N:20]4[CH2:21][CH2:22][N:23]([CH2:24][CH3:25])[CH2:26][CH2:27]4,0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([NH:3][CH:4]([C:5](=[O:6])[NH:7][CH:8]([OH:9])[CH2:10][CH:11]([CH3:12])[CH3:13])[CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[c:21]2[n:22][cH:23][cH:24][n:25][cH:26]2,0,0,0,0,0,0,0,0,1
[N:1]#[C:2][c:3]1[cH:4][n:5][c:6]2[cH:7][c:8]([O:9][CH2:10][CH2:11][CH2:12][N:13]3[CH2:14][CH2:15][N:16]([CH3:17])[CH2:18][CH2:19]3)[c:20]([O:21][CH3:22])[cH:23][c:24]2[c:25]1[NH:26][c:27]4[cH:28][c:29]([O:30][CH3:31])[c:32]([Cl:33])[cH:34][c:35]4[Cl:36],0,0,0,0,0,0,0,0,1
[O:1]=[c:2]1[cH:3][cH:4][c:5]2[cH:6][cH:7][c:8]([O:9][CH2:10][CH2:11][CH2:12][CH2:13][N:14]3[CH2:15][CH2:16][N:17]([c:18]4[cH:19][cH:20][cH:21][c:22]5[s:23][cH:24][cH:25][c:26]45)[CH2:27][CH2:28]3)[cH:29][c:30]2[nH:31]1,0,0,0,0,0,0,1,0,1
[O:1]=[c:2]1[n:3][c:4]([NH2:5])[nH:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[c:14]1[Br:15],1,0,0,0,0,0,0,0,0
[O:1]=[C:2]1[N:3]([C:4](=[O:5])[CH2:6][C:7]2([CH2:8]1)[CH2:9][CH2:10][CH2:11][CH2:12]2)[CH2:13][CH2:14][CH2:15][CH2:16][N:17]3[CH2:18][CH2:19][N:20]([c:21]4[n:22][cH:23][cH:24][cH:25][n:26]4)[CH2:27][CH2:28]3,0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([N:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH:10]2[CH2:11][CH2:12][N:13]([CH2:14][CH2:15][c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[CH2:22][CH2:23]2)[CH2:24][CH2:25][CH3:26],0,0,0,0,0,0,1,0,1
[O:1]=[C:2]([NH2:3])[N:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[CH:11]=[CH:12][c:13]3[cH:14][c:15]([OH:16])[cH:17][cH:18][c:19]13,0,0,0,0,0,0,0,0,1
[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[OH:8])[CH2:9][CH2:10][c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[N:17]2[CH2:18][CH2:19][CH2:20][N:21]([CH3:22])[CH3:23],0,0,0,0,0,0,1,0,0
[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][cH:7][c:8]2[n:9][c:10]([O:11][CH2:12][CH3:13])[n:14]([c:15]12)[CH2:16][c:17]3[cH:18][cH:19][c:20]([cH:21][cH:22]3)-[c:23]4[cH:24][cH:25][cH:26][cH:27][c:28]4-[c:29]5[n:30][n:31][n:32][nH:33]5,0,0,0,0,1,0,0,0,0
[O:1]=[C:2]([NH:3][CH:4]1[CH2:5][CH2:6][CH:7]([CH2:8][CH2:9][N:10]2[CH2:11][CH2:12][N:13]([c:14]3[cH:15][cH:16][cH:17][c:18]([Cl:19])[c:20]3[Cl:21])[CH2:22][CH2:23]2)[CH2:24][CH2:25]1)[N:26]([CH3:27])[CH3:28],0,0,0,0,0,0,1,0,1
[O:1]=[C:2]([NH:3][CH3:4])[NH:5][CH:6]1[CH2:7][CH2:8][CH:9]([CH2:10][CH2:11][N:12]2[CH2:13][CH2:14][N:15]([c:16]3[cH:17][cH:18][cH:19][c:20]([Cl:21])[c:22]3[Cl:23])[CH2:24][CH2:25]2)[CH2:26][CH2:27]1,0,0,0,0,0,0,1,0,1
[O:1]=[C:2]1[NH:3][c:4]2[cH:5][cH:6][cH:7][c:8]([O:9][CH2:10][CH:11]([OH:12])[CH2:13][NH:14][C:15]([CH3:16])([CH3:17])[CH3:18])[c:19]2[CH2:20][CH2:21]1,0,0,0,0,0,0,1,0,0
[Cl:1][c:2]1[cH:3][cH:4][cH:5][c:6]([Cl:7])[c:8]1[NH:9][C:10]2=[N:11][CH2:12][CH2:13][NH:14]2,1,0,0,0,0,0,1,0,1
[O:1]=[C:2]([OH:3])[CH:4]1[N:5]=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]3[cH:14][c:15]([Cl:16])[cH:17][cH:18][c:19]3[NH:20][C:21]1=[O:22],0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([OH:3])[CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[NH:11][c:12]2[c:13]([Cl:14])[cH:15][cH:16][c:17]([OH:18])[c:19]2[Cl:20],0,0,0,0,1,0,0,0,0
[O:1]=[C:2]([NH2:3])[N:4]1[c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[CH:11]=[CH:12][c:13]3[cH:14][cH:15][c:16]([OH:17])[cH:18][c:19]13,0,0,0,0,0,1,0,0,1
[O:1]=[C:2]([OH:3])[CH:4]([c:5]1[cH:6][cH:7][c:8]([cH:9][cH:10]1)[CH2:11][CH:12]([CH3:13])[CH2:14][OH:15])[CH3:16],0,0,0,0,1,0,0,0,0
[O:1]=[C:2]([CH3:3])[CH:4]([OH:5])[CH2:6][c:7]1[cH:8][cH:9][c:10]2[cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16][c:17]2[cH:18]1,1,0,0,0,0,0,0,0,0
[O:1]=[C:2]1[N:3]([c:4]2[cH:5][cH:6][c:7]([OH:8])[cH:9][cH:10]2)[c:11]3[cH:12][c:13]([Cl:14])[cH:15][cH:16][c:17]3[N:18]([C:19](=[O:20])[CH2:21]1)[CH3:22],0,0,1,0,1,0,0,0,1
[F:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[C:8]2=[N:9][CH:10]([OH:11])[c:12]3[cH:13][n:14][c:15]([n:16]3-[c:17]4[cH:18][cH:19][c:20]([Cl:21])[cH:22][c:23]24)[CH3:24],0,0,0,0,0,0,0,0,1
[O:1]=[S:2]1(=[O:3])[c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[C:10]([OH:11])=[C:12]([C:13]([OH:14])=[N:15][c:16]3[n:17][cH:18][c:19]([s:20]3)[CH2:21][OH:22])[N:23]1[CH3:24],0,0,0,0,1,0,0,0,1
[O:1]=[C:2]([NH:3][CH:4]1[CH2:5][CH2:6][N:7]([CH2:8][CH2:9][CH2:10][O:11][CH3:12])[CH2:13][CH2:14]1)[c:15]2[cH:16][c:17]([Cl:18])[c:19]([NH2:20])[c:21]3[c:22]2[O:23][CH2:24][CH2:25]3,0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([NH:3][c:4]1[n:5][o:6][c:7]([cH:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12])[NH:13][c:14]2[cH:15][cH:16][c:17]([cH:18][cH:19]2)-[c:20]3[n:21][c:22]4[s:23][c:24]5[cH:25][c:26]([O:27][CH2:28][CH2:29][N:30]6[CH2:31][CH2:32][O:33][CH2:34][CH2:35]6)[cH:36][cH:37][c:38]5[n:39]4[cH:40]3,0,0,0,0,0,0,0,0,1
[Cl:1][c:2]1[cH:3][cH:4][cH:5][c:6]([cH:7]1)[CH:8]([OH:9])[CH:10]([NH:11][C:12]([CH3:13])([CH3:14])[CH3:15])[CH3:16],0,0,0,0,0,1,0,0,0
[O:1]=[C:2]([CH:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[F:10])[N:11]2[CH2:12][c:13]3[cH:14][c:15]([OH:16])[s:17][c:18]3[CH2:19][CH2:20]2)[CH:21]4[CH2:22][CH2:23]4,0,0,1,0,1,1,1,0,1
[O:1]=[C:2]1[NH:3][c:4]2[n:5][c:6]([cH:7][cH:8][c:9]2[O:10][C:11]1([CH3:12])[CH3:13])[NH:14][c:15]3[n:16][c:17]([n:18][cH:19][c:20]3[F:21])[NH:22][c:23]4[cH:24][c:25]([O:26][CH3:27])[c:28]([O:29][CH3:30])[c:31]([O:32][CH3:33])[cH:34]4,0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([NH:3][c:4]1[c:5]([cH:6][cH:7][cH:8][c:9]1[CH3:10])[CH3:11])[CH2:12][N:13]2[CH2:14][CH2:15][N:16]([CH2:17][CH2:18]2)[CH2:19][CH:20]([OH:21])[CH2:22][O:23][c:24]3[cH:25][cH:26][cH:27][cH:28][c:29]3[O:30][CH3:31],0,0,0,0,0,0,1,0,1
[N:1]#[C:2][CH:3]=[CH:4][c:5]1[cH:6][c:7]([c:8]([NH:9][c:10]2[n:11][c:12]([n:13][cH:14][cH:15]2)[NH:16][c:17]3[cH:18][cH:19][c:20]([C:21]#[N:22])[cH:23][cH:24]3)[c:25]([cH:26]1)[CH3:27])[CH3:28],0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([O:3][CH2:4][c:5]1[s:6][cH:7][n:8][cH:9]1)[NH:10][CH:11]([CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH:19]([OH:20])[CH2:21][CH:22]([NH:23][C:24](=[O:25])[CH:26]([NH:27][C:28](=[O:29])[N:30]([CH3:31])[CH2:32][c:33]3[n:34][c:35]([s:36][cH:37]3)[CH:38]([CH3:39])[CH3:40])[CH:41]([CH3:42])[CH3:43])[CH2:44][c:45]4[cH:46][cH:47][cH:48][cH:49][cH:50]4,0,0,0,0,0,0,1,0,1
[O:1]=[C:2]([OH:3])[CH2:4][NH:5][C:6](=[O:7])[c:8]1[n:9][c:10]([c:11]2[cH:12][c:13]([O:14][c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[cH:21][cH:22][c:23]2[c:24]1[OH:25])[CH3:26],0,0,0,1,0,0,0,0,0
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][c:6]2[c:7]([nH:8][c:9]3[cH:10][c:11]([F:12])[cH:13][c:14]1[c:15]23)-[c:16]4[cH:17][cH:18][c:19]([cH:20][cH:21]4)[CH2:22][NH:23][CH3:24],1,0,0,0,0,0,1,0,1
[N:1]#[C:2][CH2:3][CH:4]([n:5]1[n:6][cH:7][c:8]([cH:9]1)-[c:10]2[n:11][cH:12][n:13][c:14]3[nH:15][cH:16][cH:17][c:18]23)[CH:19]4[CH2:20][CH2:21][CH2:22][CH2:23]4,0,0,0,0,1,0,0,0,1
[N:1]#[C:2][CH2:3][CH:4]([n:5]1[n:6][cH:7][c:8]([cH:9]1)-[c:10]2[n:11][cH:12][nH:13][c:14]-3[n:15][cH:16][cH:17][c:18]23)[CH:19]4[CH2:20][CH2:21][CH:22]([OH:23])[CH2:24]4,0,0,0,0,1,0,0,0,1
[N:1]#[C:2][CH:3]1[N:4]([C:5](=[O:6])[CH:7]([NH2:8])[C:9]23[CH2:10][CH:11]4[CH2:12][CH:13]([CH2:14][C:15]([OH:16])([CH2:17]4)[CH2:18]2)[CH2:19]3)[CH:20]5[CH2:21][CH:22]5[CH2:23]1,0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([O:3][C:4]1([C:5](=[O:6])[CH3:7])[C:8](=[CH2:9])[CH2:10][CH:11]2[CH:12]3[CH2:13][CH2:14][C:15]4=[CH:16][C:17](=[O:18])[CH2:19][CH2:20][CH:21]4[CH:22]3[CH2:23][CH2:24][C:25]12[CH3:26])[CH3:27],0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([NH:3][c:4]1[n:5][cH:6][cH:7][cH:8][cH:9]1)[C:10]2=[C:11]([OH:12])[c:13]3[s:14][cH:15][cH:16][c:17]3[S:18](=[O:19])(=[O:20])[N:21]2[CH3:22],0,0,0,0,1,0,0,0,0
[N:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][c:7]([cH:8]1)-[c:9]2[n:10][n:11]([c:12](=[O:13])[cH:14][cH:15]2)[CH2:16][c:17]3[cH:18][cH:19][cH:20][c:21]([cH:22]3)-[c:23]4[n:24][cH:25][c:26]([O:27][CH2:28][CH:29]5[CH2:30][CH2:31][N:32]([CH3:33])[CH2:34][CH2:35]5)[cH:36][n:37]4,0,0,0,1,0,0,0,0,1
[O:1]=[C:2]([O:3][CH:4]1[CH2:5][N:6]2[CH2:7][CH2:8][CH:9]1[CH2:10][CH2:11]2)[N:12]3[CH2:13][CH2:14][c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]4[CH:21]3[c:22]5[cH:23][cH:24][cH:25][cH:26][cH:27]5,0,0,0,0,0,0,1,0,1
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([O:8][c:9]2[cH:10][cH:11][n:12][c:13]([cH:14]2)[C:15](=[O:16])[NH:17][CH3:18])[cH:19][cH:20]1)[NH:21][c:22]3[cH:23][cH:24][c:25]([Cl:26])[c:27]([cH:28]3)[C:29]([F:30])([F:31])[F:32],0,0,0,0,0,0,0,0,1
[O:1]=[C:2]1[N:3]2[CH:4]([c:5]3[cH:6][cH:7][c:8]4[O:9][CH2:10][O:11][c:12]4[cH:13]3)[c:14]5[nH:15][c:16]6[cH:17][cH:18][cH:19][cH:20][c:21]6[c:22]5[CH2:23][CH:24]2[C:25](=[O:26])[N:27]([CH3:28])[CH2:29]1,0,0,0,0,0,0,0,0,1
[OH:1][c:2]1[cH:3][cH:4][cH:5][c:6]([cH:7]1)[CH:8]([CH2:9][CH3:10])[CH:11]([CH3:12])[CH2:13][N:14]([CH3:15])[CH3:16],0,0,0,0,0,0,1,0,0
[O:1]=[C:2]([NH:3][CH2:4][c:5]1[c:6](=[O:7])[nH:8][c:9]([cH:10][c:11]1[CH3:12])[CH3:13])[c:14]2[cH:15][c:16]([cH:17][c:18]([c:19]2[CH3:20])[N:21]([CH2:22][CH3:23])[CH:24]3[CH2:25][CH2:26][O:27][CH2:28][CH2:29]3)-[c:30]4[cH:31][cH:32][c:33]([cH:34][cH:35]4)[CH2:36][N:37]5[CH2:38][CH2:39][O:40][CH2:41][CH2:42]5,0,0,0,0,0,0,0,0,1
[O:1]=[C:2]1[CH2:3][CH:4]2[c:5]3[cH:6][c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[cH:13][c:14]3[CH2:15][CH2:16][N:17]2[CH2:18][CH:19]1[CH2:20][CH:21]([CH3:22])[CH3:23],0,0,0,0,0,0,1,0,0
[OH:1][c:2]1[cH:3][c:4]([cH:5][cH:6][c:7]1[CH:8]([CH3:9])[CH3:10])[CH3:11],1,1,0,0,0,0,1,0,0
[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[F:8])[CH:9]2[CH2:10][CH:11]2[NH:12][c:13]3[n:14][c:15]([n:16][c:17]4[c:18]3[n:19][n:20][n:21]4[CH:22]5[CH2:23][CH:24]([O:25][CH2:26][CH2:27][OH:28])[CH:29]([OH:30])[CH:31]5[OH:32])[S:33][CH2:34][CH2:35][CH3:36],0,0,0,0,0,0,0,0,1
[O:1]=[C:2]1[CH:3]=[CH:4][C:5]2([C:6](=[CH:7]1)[CH2:8][CH2:9][CH:10]3[CH:11]4[CH2:12][CH:13]([OH:14])[C:15]([OH:16])([C:17](=[O:18])[CH2:19][OH:20])[C:21]4([CH3:22])[CH2:23][CH:24]([OH:25])[C:26]23[F:27])[CH3:28],0,0,0,0,0,0,0,0,1
[n:1]1[cH:2][c:3]([c:4]([n:5][c:6]1[NH2:7])[NH2:8])[CH2:9][c:10]2[cH:11][c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21]2,0,0,0,0,0,0,0,0,1
[O:1]=[c:2]1[n:3][c:4]([nH:5][c:6]2[c:7]([n:8][n:9]([c:10]12)[CH3:11])[CH2:12][CH2:13][CH3:14])-[c:15]3[cH:16][c:17]([cH:18][cH:19][c:20]3[O:21][CH2:22][CH2:23][CH3:24])[S:25](=[O:26])(=[O:27])[NH:28][CH2:29][CH2:30][CH:31]4[N:32]([CH3:33])[CH2:34][CH2:35][CH2:36]4,0,0,0,0,0,0,0,0,1
[OH:1][C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[C:15]34[CH2:16][CH2:17][N+:18]([CH2:19][CH2:20][O:21][CH2:22][c:23]5[cH:24][cH:25][cH:26][cH:27][cH:28]5)([CH2:29][CH2:30]3)[CH2:31][CH2:32]4,0,0,0,0,0,0,1,0,0
[O:1]=[C:2]([O:3][CH2:4][CH3:5])[c:6]1[c:7]2[c:8]([cH:9][c:10]([Br:11])[c:12]([OH:13])[c:14]2[CH2:15][N:16]([CH3:17])[CH3:18])[n:19]([c:20]1[CH2:21][S:22][c:23]3[cH:24][cH:25][cH:26][cH:27][cH:28]3)[CH3:29],0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([O:3][CH:4]1[CH2:5][CH:6]2[c:7]3[cH:8][c:9]([O:10][CH3:11])[c:12]([O:13][CH3:14])[cH:15][c:16]3[CH2:17][CH2:18][N:19]2[CH2:20][CH:21]1[CH2:22][CH:23]([CH3:24])[CH3:25])[CH:26]([NH2:27])[CH:28]([CH3:29])[CH3:30],0,0,0,0,0,0,0,0,1
[O:1]=[S:2](=[O:3])([NH2:4])[c:5]1[cH:6][cH:7][c:8]([cH:9][cH:10]1)-[c:11]2[c:12]([n:13][o:14][c:15]2[CH3:16])-[c:17]3[cH:18][cH:19][cH:20][c:21]([OH:22])[cH:23]3,0,0,0,0,1,0,0,0,1
[O:1]=[c:2]1[n:3][c:4]([nH:5][n:6]2[c:7]([n:8][c:9]([c:10]12)[CH3:11])[CH2:12][CH2:13][CH3:14])-[c:15]3[cH:16][c:17]([cH:18][cH:19][c:20]3[O:21][CH2:22][CH3:23])[S:24](=[O:25])(=[O:26])[N:27]4[CH2:28][CH2:29][N:30]([CH2:31][CH3:32])[CH2:33][CH2:34]4,0,0,0,0,0,0,0,0,1
[OH:1][CH:2]1[CH2:3][N:4]([CH2:5][CH2:6]1)[CH:7]2[CH2:8][CH2:9][CH2:10][CH2:11][CH:12]2[O:13][CH2:14][CH2:15][c:16]3[cH:17][cH:18][c:19]([O:20][CH3:21])[c:22]([O:23][CH3:24])[cH:25]3,0,0,0,0,0,0,1,0,0
[O:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[O:8][CH2:9][CH:10]2[O:11][CH2:12][CH2:13][NH:14][CH2:15]2)[CH2:16][CH3:17],0,0,0,0,0,0,1,0,0
[O:1]=[C:2]([O:3][CH:4]1[C:5]([OH:6])([C:7](=[O:8])[O:9][CH3:10])[CH:11]2[N:12]([c:13]3[cH:14][c:15]([O:16][CH3:17])[c:18]([cH:19][c:20]3[C:21]24[CH2:22][CH2:23][N:24]5[CH2:25][CH:26]=[CH:27][C:28]1([CH2:29][CH3:30])[CH:31]45)[C:32]6([C:33](=[O:34])[O:35][CH3:36])[c:37]7[nH:38][c:39]8[cH:40][cH:41][cH:42][cH:43][c:44]8[c:45]7[CH2:46][CH2:47][N:48]9[CH2:49][CH:50]([CH2:51][C:52]([OH:53])([CH2:54]9)[CH2:55][CH3:56])[CH2:57]6)[CH3:58])[CH3:59],0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([Cl:8])[c:9]([cH:10]1)-[c:11]2[n:12][cH:13][cH:14][cH:15][cH:16]2)[c:17]3[cH:18][cH:19][c:20]([cH:21][c:22]3[Cl:23])[S:24](=[O:25])(=[O:26])[CH3:27],0,0,0,0,1,0,0,0,0
[OH:1][c:2]1[c:3]([c:4]([c:5]2[O:6][C:7]([CH3:8])([CH2:9][CH2:10][c:11]2[c:12]1[CH3:13])[CH2:14][CH2:15][CH2:16][CH:17]([CH3:18])[CH2:19][CH2:20][CH2:21][CH:22]([CH3:23])[CH2:24][CH2:25][CH2:26][CH:27]([CH3:28])[CH3:29])[CH3:30])[CH3:31],0,0,0,0,0,0,0,0,1
[O:1]=[C:2]([O:3][CH2:4][CH3:5])[NH:6][CH:7]1[CH2:8][CH2:9][CH:10]2[CH:11]([CH:12]=[CH:13][c:14]3[n:15][cH:16][c:17]([cH:18][cH:19]3)-[c:20]4[cH:21][cH:22][cH:23][c:24]([F:25])[cH:26]4)[CH:27]5[CH:28]([O:29][C:30](=[O:31])[CH:32]5[CH2:33][CH:34]2[CH2:35]1)[CH3:36],0,0,0,0,0,0,0,0,1
[S:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[N:8]2[CH2:9][CH2:10][NH:11][CH2:12][CH2:13]2)[c:14]3[cH:15][cH:16][c:17]([cH:18][c:19]3[CH3:20])[CH3:21],0,0,0,0,1,0,1,0,0
[OH:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([S:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[N:14]3[CH2:15][CH2:16][NH2+:17][CH2:18][CH2:19]3)[c:20]([cH:21]1)[CH3:22],0,0,0,0,0,0,1,0,0
[O:1]=[c:2]1[o:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[c:10]([OH:11])[c:12]1[CH:13]([c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[CH2:20][C:21](=[O:22])[CH3:23],0,0,0,0,0,1,0,0,0
